,kaggle_id,title,keywords
23022,82703,Mr. Peabody & Sherman,"father son relationship, egypt, intelligence, adoption, time travel, boy, child prodigy, friendship, growing up, children, talking animal, talking dog, dog, first love, ancient egypt, time traveler, duringcreditsstinger, new school, george washington, gags, trouble, time paradox, prodigy"
23023,97370,Under the Skin,"male nudity, scotland, edinburgh, alien, very little dialogue"
23024,136797,Need for Speed,"street race, super cars, super speed, car, based on video game, duringcreditsstinger, 3d"
23025,242042,Barefoot,"naivety, remake, family"
23026,38049,In His Hands,woman director
23027,118769,You've Been Trumped,"scandal, tycoon, political satire, environmental conservation, environmental destruction, sustainable development, ruthlessness, police harassment, sand dune, common good, contempt, citizen action, balmedie scotland, david and goliath, community action"
23028,177494,Veronica Mars,"california, sequel, murder, based on tv series, private detective, high school reunion, duringcreditsstinger, crowdfunding"
23029,40346,All for the Winner,
23030,45514,8,woman director
23031,109404,8,
23032,68827,She Does Not Drink Smoke or Flirts but She Talks,
23033,182827,The Great Passage,"japanese, group, japanese culture"
23034,64047,Cranford,
23035,74343,Sonny Boy,
23036,8064,Chiko,"music record, socially deprived family, drug traffic, cocaine, drug crime, drug dealer, drug smuggle, career, joint, record producer, respect, music, drug scene, german-turkish living together, marijuana, drug, rebellious youth, drug lord, family, hamburg germany"
23037,209403,Bad Words,"competition, satire, spelling bee, estranged father, unlikely friendship, anger issues"
23038,235260,Son of God,"biography, resurrection"
23039,94331,Fightville,woman director
23040,24202,Blind Date,independent film
23041,238972,Blind Faith,"homophobia, law, gay son, african american, bronx, criminal defence lawyer"
23042,116894,Blind Terror,
23043,145995,Blonde Fever,"waitress, marriage"
23044,159464,Meth,"aids, methamphetamine, gay sex"
23045,68713,You Will Be My Son,
23046,144728,"The Stars Will Tell, Inspector Palmu",
23047,144724,"Vodka, Mr. Palmu",
23048,47771,Superpower,
23049,96920,Repentance,georgia
23050,115821,The Artist and the Model,
23051,58767,Sniper: Reloaded,
23052,83201,Puss in Boots: The Three Diablos,cartoon cat
23053,62156,Head Over Heels,"brazilian, comedy"
23054,228202,Meu Passado me Condena,"brazilian, comedy, woman director"
23055,203217,My Mom Is a Character,"brazilian, comedy"
23056,54597,Blood Out,
23057,184323,Daylight,"autism, imprisonment, murder, family"
23058,39853,The Cat Concerto,
23059,209355,The French Minister,
23060,134350,Why Don't You Play in Hell?,"japan, samurai, fight, yakuza, gang war, gore, blood, filmmaker, violence, drug, filmmaking, madness, babes, guns, blades"
23061,236737,Spanish Affair,"fight, lie, basque country , san sebastian, romantic comedy, country, seville, andalucia, zumaia, topics"
23062,118915,Such Good Friends,"1970s, friends, cheating husband, hospital, new york city"
23063,116760,Sextette,"musical, campy, vanity project"
23064,39293,The Human Factor,"communist, double agent, suspense"
23065,101242,Love Simple,
23066,157690,On My Way,"road movie, woman director"
23067,55825,Spider,
23068,72962,George & A.J.,"short, pixar animation"
23069,186971,Age of Uprising: The Legend of Michael Kohlhaas,"sword, historian, siglo xvi"
23070,199740,Nobody Owns Me,
23071,214250,Cosmic Psychos: Blokes You Can Trust,"rock and roll, punk, australia, grunge, drug, weightlifting, music documentary"
23072,86133,The Next Man,
23073,46460,Wanda Nevada,
23074,31950,The 'Human' Factor,"revenge, murder, family, retribution"
23075,249726,Prison Terminal: The Last Days of Private Jack Hall,
23076,164184,"Bless Me, Ultima",
23077,160162,Blondes at Work,"scoop, torchy blane"
23078,4111,Blondie of the Follies,"yacht, great depression, scuffle, showgirls, follies, sugar daddy, best friends, romantic rival, pretensiousness, loving father, greta garbo impression"
23079,85620,Blood and Roses,"based on novel, vampire, 20th century"
23080,192577,Space Pirate Captain Harlock,
23081,394403,Schwestern,
23082,26286,Dragonwyck,"gothic, connecticuit"
23083,45007,The Hunting Party,"sex, infidelity, texas, nudity, wife, outlaw, love, revenge, murder, rifle, gang, gunfight, rancher, violence, humiliation, rich, hate"
23084,22592,Grandma's Boy,"cowardice, bully"
23085,31214,Stay as You Are,"architect, nudity, marriage, florence, fear, extramarital affair, unhappy"
23086,109891,Our Modern Maidens,"scandal, wedding"
23087,25541,Brotherhood,"gay, male nudity, homosexuality, xenophobia, nazism, neo-nazis"
23088,25541,Brotherhood,"gay, male nudity, homosexuality, xenophobia, nazism, neo-nazis"
23089,80992,Two Queens and One Consort,"male nudity, female nudity, based on novel, eroticism, coming of age, incest, aunt nephew relationship, aunt nephew incest, female child abuser, female pedophile"
23090,248390,Le Crocodile du Botswanga,
23091,71996,Stunts,
23092,39211,W.W. and the Dixie Dancekings,"country music, pursuit, triumph"
23093,16167,From Within,
23094,62709,Blood Crime,suspense
23095,47194,Blood Night: The Legend of Mary Hatchet,
23096,42552,Bloodfist,"karate, foot chase, combat, kickboxer"
23097,100402,Captain America: The Winter Soldier,"washington d.c., future, shield, marvel comic, superhero, based on comic, captain america, aftercreditsstinger, duringcreditsstinger, marvel cinematic universe, 3d, political thriller"
23098,168399,Pioneer,"deep sea, scuba diving, deepsea"
23099,114172,Naked Harbour,
23100,180420,Asphalt Playground,
23101,209276,Starred Up,"prison, group therapy, juvenile delinquent, britain, masculinity"
23102,195022,Kill Me Now,
23103,128113,Key of Life,
23104,119685,Mass Effect: Paragon Lost,"alien, animation, science fiction"
23105,226247,Beautiful Darling,"andy warhol, the factory, candy darling"
23106,86834,Noah,"bible, god, noah, 3d"
23107,227783,The Nut Job,"squirrel, 3d"
23108,257346,Avengers Confidential: Black Widow & Punisher,"marvel comic, superhero, based on comic"
23109,204668,Belle and Sebastian,
23110,214418,Amazonia,"wilderness, monkey"
23111,203715,Aya of Yop City,woman director
23112,256628,Takedown: The DNA of GSP,"sport, mixed martial arts"
23113,151043,A Man Called Adam,
23114,19501,April Showers,independent film
23115,110381,Today,
23116,38080,The Judge and the Assassin,
23117,56415,A Gang Story,
23118,215031,Gabrielle,"musical, woman director"
23119,191104,Wolf,
23120,42216,Who Is Killing the Great Chefs of Europe?,"murder, mystery, cooks"
23121,27196,Stardust,
23122,29290,The Green Slime,"asteroid, slime, space"
23123,4112,Blondie Johnson,gangster
23124,173455,Mistaken for Strangers,
23125,233841,i hate myself :),woman director
23126,102855,Don’t Stop Believin’: Everyman’s Journey,woman director
23127,63143,Blank City,"1970s, punk rock, drug dealing, woman director"
23128,373745,Bloodknot,lgbt
23129,12685,BloodRayne: The Third Reich,"female nudity, nudity, nazis, vampire, sequel, sword fight, beautiful woman, female protagonist, based on video game, heroine"
23130,112731,Outlaw Blues,"prison, musician, celebrity, outlaw, music business, fugitive"
23131,42551,Sky Riders,"greece, hostage, castle, hang glider"
23132,1732,The Prisoner of Zenda,"kidnapping, kingdom, heir to the throne, sword fight, royalty, identity swap"
23133,49396,The Haunted,
23134,142159,Across to Singapore,"mutiny, arranged marriage, ship, rejection, engagement, silent film, singapore, barroom brawl, sea voyage, port, brothers, drunkard, childhood sweethearts, fury"
23135,5494,George and the Dragon,"swordplay, hero, sword, dragon"
23136,70993,Man at Bath,
23137,99119,Our Paradise,
23138,17456,BloodRayne: Deliverance,based on video game
23139,103971,Bloody Murder 2: Closing Camp,
23140,68123,Boarding School,
23141,233917,Kalevala - Uusi aika,
23142,65674,A Town Called Hell,spaghetti western
23143,95752,The Other Side of the Mountain: Part II,
23144,232862,A Little Stiff,independent film
23145,204113,Season of Monsters,
23146,94664,My Way Home,"villa, world war ii, friendship, train, wounded soldier, young soldier"
23147,253239,Diplomacy,"paris, world war ii, 1940s"
23148,31329,By the Pricking of My Thumbs,
23149,125395,Partners in Crime,
23150,53168,King of Comedy,
23151,168767,alaskaLand,woman director
23152,155084,13 Sins,
23153,97733,Slacker 2011,woman director
23154,188207,The Legend of Hercules,"mythology, zeus, ancient greece, demigod, city of argos, mistaken parentage"
23155,145220,Muppets Most Wanted,"musical, the muppets"
23156,36861,Bob Saget: That Ain't Right,"stand-up comedy, woman director"
23157,111250,Bobcat Goldthwait: You Don't Look the Same Either,stand-up comedy
23158,14408,Me Two,"double life, singer"
23159,42802,The Dinner Guest,
23160,117905,Do You Wanna Know a Secret?,slasher
23161,40172,"Man, Woman & the Wall","adult, pink film"
23162,192134,Dom Hemingway,"growing up, money, crime, fatherhood"
23163,186997,The Missing Picture,"cambodia, genocide, clay, khmer rouge, claymation"
23164,218931,Gleason,biography
23165,89237,Electrick Children,woman director
23166,119360,Me and You,
23167,215743,Moebius,
23168,391069,Night Gallery,
23169,64527,A Pool Without Water,eroticism
23170,190955,Blood Ties,
23171,208277,Wetlands,"sex, body cult, female masturbation"
23172,256561,Free to Play,"competition, video game, esports"
23173,9753,Survival Island,"exotic island, wife husband relationship, infidelity, shipwreck, yacht, suspense, millionaire"
23174,229613,Trailer Park Jesus,
23175,51486,Jean-Michel Basquiat: The Radiant Child,woman director
23176,199463,Barabbas,
23177,213386,Barabbas,"jesus christ, gospel, easter, biblical"
23178,38655,"Boeing, Boeing","pilot, womanizer, based on play or musical, american abroad, newspaper man, airline, stewardesses"
23179,34079,Bond Girls Are Forever,"spying, sensuality, actress"
23180,252607,Junior,
23181,110112,Nitro Circus: The Movie,"stunts, motocross, mayhem"
23182,209799,The Unknown Known,
23183,138222,Best Man Down,
23184,60438,Boots and Saddles,"horse race, bugle"
23185,224040,Border Feud,b movie
23186,146955,Border Run,woman director
23187,174675,The Machine,"cyborg, dystopia"
23188,94344,The Loves of Pharaoh,"pharaoh, ethiopian"
23189,65170,Breaking the Silence: Truth and Lies in the War on Terror,
23190,29854,Seizure,"dream, nightmare, writer"
23191,246007,Palestine Is Still the Issue,
23192,256474,In the Blood,
23193,80973,The Girl from the Naked Eye,
23194,170689,Möbius,"spy, russian"
23195,34459,"Sheba, Baby",blaxploitation
23196,183433,Forgetting the Girl,
23197,180960,Celestial Wives of the Meadow Mari,
23198,56533,Viva Knievel!,motorcycle
23199,38626,Going Postal,
23200,96769,Her Master's Voice,"pilgrimage, ventriloquist, ventriloquist dummy, woman director"
23201,95177,Sun Don't Shine,"suspense, independent film, woman director"
23202,193612,The Quiet Ones,"male nudity, female nudity, 1970s, experiment, nudity, poltergeist, adrenalin, possession, mad doctor, blood, paranormal phenomena, scream, death, skepticism, seance, locked door"
23203,200505,Draft Day,"sport, duringcreditsstinger"
23204,52762,The Mysterious Geographic Explorations of Jasper Morello,steampunk
23205,178603,Detour,survival
23206,94887,Girls Against Boys,
23207,191294,We Are the Best!,"sweden, punk, based on comic, all girl band, girl band, foreign"
23208,69492,Borderline,woman director
23209,131916,Scary or Die,
23210,211078,When Jews Were Funny,
23211,40715,Big Jim McLain,"hawaii, political"
23212,70417,Borrowed Hearts,christmas
23213,264482,The Thirteen,
23214,180299,The Raid 2,"prison, undercover, fight, police, gangster, violence, outnumbered"
23215,158091,Metro Manila,"philippines, security guard, farmer"
23216,171776,Sparks,"superhero, based on comic, noir, based on graphic novel, pulp"
23217,40740,Trancers II: The Return of Jack Deth,"future, cop, science fiction, gunfight, time traveler"
23218,64349,Série noire,"salesman, gritty, french noir, gloomy"
23219,48591,The Oyster Princess,"royalty, wealth, over the top"
23220,46667,Superdad,"scholarship, father daughter relationship, boyfriend girlfriend relationship, college student"
23221,90590,Policewomen,"sex, martial arts, nudity, exploitation, police, interrogation, catfight"
23222,77528,Bounty Hunters,
23223,44369,Boy,
23224,39214,"Boy, Did I Get a Wrong Number!","oregon, scooter"
23225,35057,Boys' Night Out,"adultery, wife husband relationship, psychology, marriage, male female relationship, sociology, commuter, office politics"
23226,67633,Maternal Half-Brothers,
23227,25706,Brain Smasher... A Love Story,
23228,148778,MC5: Kick Out the Jams,
23229,104250,The Loving Story,"civil rights movement , supreme court, interracial, woman director"
23230,88237,Boca,
23231,102382,The Amazing Spider-Man 2,"obsession, marvel comic, sequel, based on comic, electrocution, medical experiment, electricity, super powers"
23232,42733,Love Meetings,
23233,127495,Graceland,"philippines, pinoy"
23234,26831,That'll Be The Day,"rock and roll, 1950s"
23235,197611,Dragonfly,mental illness
23236,42711,The Slams,"jail, heist, blaxploitation"
23237,251519,Son of Batman,"dc comics, superhero, based on comic, robin, super powers, father son reunion"
23238,74241,Terror Beneath the Sea,
23239,47628,Trancers 3: Deth Lives,"cop, gunfight, science, fiction, temporal travel"
23240,130745,16 Acres,
23241,185602,Shenandoah,"american football, immigration, immigrant, murder, working class, american football star, hate crime, coal mining"
23242,157832,Calvary,"murder, priest, ireland, recovering alcoholic, catholic church, confessional, death threat"
23243,127540,The Iran Job,"middle east, basketball, iran, basketball player"
23244,157547,Oculus,"hallucination, supernatural, mirror, skepticism, ghost"
23245,24006,O. Henry's Full House,"bum, based on short story, o. henry, episode film"
23246,45588,Angels in the Outfield,baseball
23247,94248,"Sweet Jesus, Preacherman",blaxploitation
23248,71990,The Strange World of Planet X,"based on novel, giant spider, magnetic field, independent film, alien invasion, giant insect"
23249,249660,God's Not Dead,"christian, religion"
23250,35074,Dinoshark,shark
23251,156320,Our Blushing Brides,"department store, salesgirl"
23252,244509,Cold in July,"based on novel, cemetery, self-defense, flashlight, revenge, murder, home invasion, intruder"
23253,62661,The Second Woman,"classic noir, film noir"
